,name,addr,grade,review
0,신림춘천집 구로디지털직영점,서울 구로구 디지털로32나길 17-23 우남산업 102호,4.6,막국수 오래 닭갈비 같이 
1,신림춘천집 구로디지털직영점,서울 구로구 디지털로32나길 17-23 우남산업 102호,4.6,나 입맛 지극히 평범 정상 내 입맛 그냥 평범한 닭갈비 맛 이렇게 줄 서서 일 ㅠ 
2,신림춘천집 구로디지털직영점,서울 구로구 디지털로32나길 17-23 우남산업 102호,4.6,닭갈비 맛집 점심 사람 많고 맛있어요 닭갈비 막국수 치즈 많고 고구마 치즈 일반 떡 같이 옥수수 콘 
3,월래순교자관,서울 구로구 디지털로19길 13,3.9,갓 성비 이 가격 이 정도 정말 너무 너무 맛 상 타임 돈 
4,월래순교자관,서울 구로구 디지털로19길 13,3.9,군 만두 맛있어요 ㅎㅎ 
5,월래순교자관,서울 구로구 디지털로19길 13,3.9,
6,강촌숯불닭갈비 본점,서울 구로구 공원로6나길 35-2,3.1,닭목 살 개맛 있는데 비닐봉투 조금 그랬 움 맛있긴 하지만 줄 서서 정도 아님 직원 분들 너무 바빠서 불친절 ㅠㅠㅠ 
7,강촌숯불닭갈비 본점,서울 구로구 공원로6나길 35-2,3.1,
8,강촌숯불닭갈비 본점,서울 구로구 공원로6나길 35-2,3.1,맛 최고 가성 비 굿 친절하네요 분위기 그래요 
9,화양가옥 구로디지털단지점,서울 구로구 디지털로32나길 17-23,4.4,점심 저녁 가지 냉동 품 내 오는 수준 음식 가격 실망 
10,화양가옥 구로디지털단지점,서울 구로구 디지털로32나길 17-23,4.4,아구 구석 탱 이 찾기 힘든 곳 있으면서 가격 백화점 다 
11,화양가옥 구로디지털단지점,서울 구로구 디지털로32나길 17-23,4.4,파스타 맛집 피자 맛있어요 
12,평양냉면,서울 구로구 고척로10길 65,3.7,3 업 전통 있는 오류동 평양 냉면 계보 창 족적 있는 냉면집 슴슴 육 향 은 향 메밀 향 냉면 기억 있었는데 오랫 만 방문 기억 오류 탓 소고기 육 향 강하게 당황 스럽 기도 긍정 적 생각 은은한 메밀 향 함께 쫄깃 식감 가성 비도 좋은 대중 적 평양 냉면 아닐까 생각 since 1972 
13,평양냉면,서울 구로구 고척로10길 65,3.7,맛없는데 육 향 안 걍 비쌈 
14,평양냉면,서울 구로구 고척로10길 65,3.7,냉 소바 다만 저 무 절임 매우 훌륭 
15,컴포 신도림점,서울 구로구 경인로67길 57 상림빌딩 1층 102호,4.6,
16,컴포 신도림점,서울 구로구 경인로67길 57 상림빌딩 1층 102호,4.6,진짜 초심 고기 야채 모두 신선하게 잘 곳 심지어 서비스 로주 쌀국수 너무 맛있음 직원 들 너무 친절하구 제발 영원히 장사 
17,컴포 신도림점,서울 구로구 경인로67길 57 상림빌딩 1층 102호,4.6,쌀국수 여기 감 채소 신선해서 좋아용 ㅎㅎ 
18,메이비,서울 구로구 디지털로32나길 51,3.0,위생 엉망 요 테이블 시커매요 테이블 안 
19,메이비,서울 구로구 디지털로32나길 51,3.0,통로 자리 공기 너무 안좋은 거 같아요 시끄럽고 ㅠㅠ 
20,메이비,서울 구로구 디지털로32나길 51,3.0,컬러 플 토마토 리 코타 샐러드 유자 이드 고구마 빵 감자 빵 주문 토마토 샐러드 달달 드레싱 범벅 바게트 빵 위 치즈 토마토 각종 채소 늘 잘 유자 이드 진짜 유자청 너무 맛있게 흡입 고구마 빵 감자 빵 떡 같은 찹쌀 안 고구마 감자 맛있는 편 금방 2 명 이서 반 반 씩 좋을것 같습니다 분위기 좋고 좌석 편해서 너무 좋은 공간 생각 
21,갓파스시 구로점,서울 구로구 디지털로 288 대륭포스트타워1차 2층 214호,2.8,무한리필 초밥 집 
22,갓파스시 구로점,서울 구로구 디지털로 288 대륭포스트타워1차 2층 214호,2.8,후기 안좋길래 쫌 걱정 완전 맛있음 ㅋㅋ 2시 반 쯤 웨이팅 없었고 좋았다 내 입 한치 제일 맛있었다 기차 주문 알차게 추가 돈 추가 좋았다 담 또 
23,갓파스시 구로점,서울 구로구 디지털로 288 대륭포스트타워1차 2층 214호,2.8,본인 들 설명 잘못 한 걸 손님 책임 전가 함 별 1 움 
24,신도림참족발 신도림점,서울 구로구 경인로 661 신도림1차푸르지오상가 1층 158호,4.1,
25,신도림참족발 신도림점,서울 구로구 경인로 661 신도림1차푸르지오상가 1층 158호,4.1,서울 족발 맛집 입니다 족발 고기 부분 상당히 너무 좋고 콜라겐 부분 달달 촉촉하고 특히 콩나물국 끝내줍니다 1 인 1 콩나물국 가가 무한리필 아주 든든합니다 
26,신도림참족발 신도림점,서울 구로구 경인로 661 신도림1차푸르지오상가 1층 158호,4.1,소주 및 맥주 5000원 
27,스시메이진 구로점,서울 구로구 디지털로 300 지밸리몰 2층 6호,2.4,음식 안 가격 질 신기해요 
28,스시메이진 구로점,서울 구로구 디지털로 300 지밸리몰 2층 6호,2.4,다른 사람 들 평점 
29,스시메이진 구로점,서울 구로구 디지털로 300 지밸리몰 2층 6호,2.4,
30,봉고기 신도림본점,서울 구로구 경인로 619-3 푸르지오3차 상가 1층 112,113호,4.1
31,봉고기 신도림본점,서울 구로구 경인로 619-3 푸르지오3차 상가 1층 112,113호,4.1
32,봉고기 신도림본점,서울 구로구 경인로 619-3 푸르지오3차 상가 1층 112,113호,4.1
33,진심갈비,서울 구로구 경서로 11 1층,4.6,소주 및 맥주 5000원 
34,진심갈비,서울 구로구 경서로 11 1층,4.6,갈비 매니아 한 달 4 번 방문 맛 반찬 구성 모두 완벽 아쉬운 점 직원 분들 바쁜 시간 가면 좀 멘붕 보이시 약간 혼돈 카오스 경험 
35,진심갈비,서울 구로구 경서로 11 1층,4.6,가족 들 방문 삼겹살 돼지갈비 국산 삼겹살 도톰하고 쫄깃한 진짜 맛있고 돼지갈비 양념 과 중간 중간 직원 분들 너무 맛있었어요 
36,최우영스시,서울 구로구 디지털로 288 대륭포스트타운 지하 1층,2.9,밥 딱딱하고 일부 횟감 피 덜 후회 함 가격 별로 안감 
37,최우영스시,서울 구로구 디지털로 288 대륭포스트타운 지하 1층,2.9,맛있습니다 도톰하고 신선해요 
38,최우영스시,서울 구로구 디지털로 288 대륭포스트타운 지하 1층,2.9,초밥 회 두께 두꺼워 식감 좋아요 
39,송림가,서울 구로구 경인로 398,2.6,주말 룸 예약 방문 정말 불만족 스러웠습니다 ㅠㅠ 행복 한정식 코스 5만원 돈 정도 진짜 아닙니다 
40,송림가,서울 구로구 경인로 398,2.6,
41,송림가,서울 구로구 경인로 398,2.6,가격 맛 서비스 엉망 요 가지 
42,속초오징어어시장 구로디지털점,서울 구로구 디지털로32나길 26 1층,4.8,
43,속초오징어어시장 구로디지털점,서울 구로구 디지털로32나길 26 1층,4.8,초심 좋아용 항상 맛 나용 처음 아내 곳 벌써 세월 
44,속초오징어어시장 구로디지털점,서울 구로구 디지털로32나길 26 1층,4.8,아 여기 회 그냥 무난 고등어 구이 진짜 가성 비 최고 존맛 그거 여러 번 오늘 진짜 별로 냉동 고등어 식감 너무 크게 동시 비린 맛 먹기 불편할 정도 구 디 제일 가성 비 좋은 횟집 생각 여기 오늘 좀 아쉬웠습니다 
45,초가집부뚜막청국장,서울 구로구 구로중앙로28길 24,4.2,청국장 맛있고 주차 가능하고 우리 해물파전 너무 맛있게 
46,초가집부뚜막청국장,서울 구로구 구로중앙로28길 24,4.2,넉넉한 양 맛 좋고 건강해질 것 같은 밥상 
47,초가집부뚜막청국장,서울 구로구 구로중앙로28길 24,4.2,솔직히 이집 상 야함 이집 안지 10년 이 그때 가격 천원 🤔 암튼 만원 안되는 돈 이런 건강하고 맛있는 한 끼 있다는건 요즘 시기 어디 서도 찾기 힘든 행운 입니다 이 곳 종종 사람 식사 대접 모두 만족도 최고 오랜 만 근처 생각 혼자 그 프짐 한 상 🤣 청국장 찌개 건강 식 
48,바르미스시샤브 현대백화점 디큐브시티점,서울 구로구 경인로 662 별관 3층,3.4,이름 가격 다 바 갱신 안 
49,바르미스시샤브 현대백화점 디큐브시티점,서울 구로구 경인로 662 별관 3층,3.4,예전 그냥 샤브 부페 일 때 가격 고기 무제한 수 있게되 고 초밥 추가 육수 맑은 마라 두 종류 중 수 있어 나쁘지 초밥 부페 편이 샤브 부페 비싼 많이 편이 아니라서 괜찮지만 사람 항상 많아서 대기 북적 80분 의 시간 좀 아쉬움 그래도 이 근방 한 곳 중 하나 너무 많은 금물 
50,바르미스시샤브 현대백화점 디큐브시티점,서울 구로구 경인로 662 별관 3층,3.4,샤브샤브 좋아용 ㅎㅎ 맛집 
51,한판참숯소갈비 구로디지털점,서울 구로구 시흥대로163길 12,3.8,비싼거 같은데 그래도 맛있음 가끔 감 소주 술술 고기 찌 오래 바로 질 빨리 빨리 추천 육회 육개장 맛있음 
52,한판참숯소갈비 구로디지털점,서울 구로구 시흥대로163길 12,3.8,가격 대비 딱 좋음 이 가격 좋은 고기 원하는 사람 욕심 쟁이 
53,한판참숯소갈비 구로디지털점,서울 구로구 시흥대로163길 12,3.8,검은 털 이렇게 고무줄 같이 질 기고 맛없는 소갈비 첨 소스 한가득 간장 한 방울 물 몇 컵 부었는지 그냥 맹탕 요 두 번 다시 안 
54,어다리횟집 구로점,서울 구로구 시흥대로 551,2.8,최고 음식 맛 친절한 서비스 좋은 식 재료 눈 입 즐거운 맛집 입니다 직원 분들 정말 친절하시고 랍스터 중 제일 맛있네요 양도 많고 독특한 음식 구성 배 불리 잘 몇번 재 방문 
55,어다리횟집 구로점,서울 구로구 시흥대로 551,2.8,2 주전 엄마 모 시구 자매 모임 인터넷 검색 기분 좋은 맘 매장 방문 스페셜 4 인 주문 일단 분위기 좋아 초이스 햇 스스로 칭찬 코스 구 성과 맛 좋았음 셋팅 그릇 세번 교체 함 이 물질 땜시 ㅠ 직원 왈 세척 기 신경 못썻다 함 ㅠ 마지막 지리 매운탕 식사 지리 매운탕 식사 전표 글씨 다 팔팔 주심 ㅠㅠ 직원 왈 바뻐 심 ㅠ 좋았던 기분 완전 망치 ㅠ 서비스 주신 사이다 두 캔 거북한 속 방 사이사이 가스레인지 위 지리 매운탕 뚜껑 없이 오픈 보고 ㅠ 아 전표 사장 님 위생 청결 음식 관리 직원 교육 좀 신경 
56,어다리횟집 구로점,서울 구로구 시흥대로 551,2.8,점심 메뉴 통 우럭 튀김 세트 방도 분리 있어 대화 나누기 좋았고 맛 괜찮았네요 
57,이춘복참치 신도림점,서울 구로구 경인로 662 현대백화점 신도림디큐브시티 3층,2.1,일품 리필 접시 일반 구성 차이 없네요 
58,이춘복참치 신도림점,서울 구로구 경인로 662 현대백화점 신도림디큐브시티 3층,2.1,해동 잘 안되었고 비리 서비스 별로 
59,이춘복참치 신도림점,서울 구로구 경인로 662 현대백화점 신도림디큐브시티 3층,2.1,참치 이렇게 맛없고 작게 것 처음 따로 요리 오래되어 먹기 힘들 정도 입니다 차라리 마트 참치 사서 
60,오사카로,서울 구로구 경인로67길 23 대우푸르지오 206호,3.3,나베 재료 신선도 볶음 숙주 많이 숙주 많이 물이 흥건 하 간이 
61,오사카로,서울 구로구 경인로67길 23 대우푸르지오 206호,3.3,직원 x 볼펜 튕 기면 엄청 불친절하네 기본 안 있네 
62,오사카로,서울 구로구 경인로67길 23 대우푸르지오 206호,3.3,해물전골 가격 조금 쎄도 ㄹㅇ 맛 보장 함 숙주 볶음 양 짱 많아요 배불러요 흑 흑 
63,제주도초밥,서울 구로구 가마산로26길 23,4.4,우선 초밥 우동 너무 맛있네요 계절 생선 그날 시장 생선 다 만족했습니다 특히 고등어 초밥 방어 초밥 일반 적 초밥 집 먹기 힘든 메뉴 더 특별했어요 다만 와사비 다소 강했습니다 우동 또한 정말 맛있었습니다 국물 새우 시원하더라구요 가격 부담 없어서 집 근처 정말 자주 초밥 집 
64,제주도초밥,서울 구로구 가마산로26길 23,4.4,별로 
65,제주도초밥,서울 구로구 가마산로26길 23,4.4,
66,오비스트로,서울 구로구 구로중앙로15길 12,4.3,맛 남루 꼴 피자 맛남 
67,오비스트로,서울 구로구 구로중앙로15길 12,4.3,맛없는건 아닌데 맛있다도 아닌 한번 쯤 해 
68,오비스트로,서울 구로구 구로중앙로15길 12,4.3,아래 호평 들 좀 과 그냥 동네 파스타 집 맛 없진 그렇다고 ‘ 맛있다 느낌 아닙니다 뇨끼 오일 파스타 전반 류 피클 주변 굳이 정도 아니에요 
69,새벽집양곱창 신도림점,서울 구로구 경인로61길 21 크라운빌상가 108호,3.3,인생 곱창 1 위 밑반찬 굳 굳 알 곱창 맛있긴한데 비쌈 그래서 일반 곱창 맛있음 오랜만 두 맛 있음 역시 너 
70,새벽집양곱창 신도림점,서울 구로구 경인로61길 21 크라운빌상가 108호,3.3,
71,새벽집양곱창 신도림점,서울 구로구 경인로61길 21 크라운빌상가 108호,3.3,직원 들 친절하지는 ㅋㅋㅋㅋㅋ 근데 맛있다 ㅠㅠㅠ 찌개 랜덤 가끔 맛 없을 때 있음 ㅎㅎ 계란찜 기 본 찬 맛있음 반찬 들 딱 내 입맛 ♡ 볶음밥 꼭 
72,실크로드,서울 구로구 경인로 398,2.6,맛 2.5 가격 2.5 서비스 3.5 
73,실크로드,서울 구로구 경인로 398,2.6,오늘 12시 쯤 방문 아래 글 올 린 분 완전 동감 입니다 전화 문의 지 맘 어처구니 없었습니다 
74,실크로드,서울 구로구 경인로 398,2.6,가격 매우 비싼데 종업원 서비스 음식 질 동네 저렴한 중국집 수준 안됩니다 탕수육 중 자 5만원 인데 양도 소스 있는 야채 칵테일 후르 츠 통조림 거 조금 있고 
75,육장장이 구로디지털점,서울 구로구 디지털로32나길 17-8,3.3,맛있어요 고기 그렇고 찌개 밥 무한리필 배 나중 몸 또 
76,육장장이 구로디지털점,서울 구로구 디지털로32나길 17-8,3.3,낮은 평점 댓글알바 장악 네이버 평점 역시 못 고 기질 썩 좋진 차라리 유한 리 필로 좋은고 제공 어떨지요 저 부정정 후기 웬만해 선 안 손님 행위 때문 꼭 생각 참숯 사용 냉장고 참숯 광고 본인 들 더 참숯 모양 일정하지 고 기 맛 좋게 해주 값 조금 더 반면 본인 들 사용 숯 폐가 구가 주 원료 입니다 참숯 더 저렴하고 모양 전부 일정하고 고 기 맛 뿐 아니라 몸 해롭습니다 그 숯 불법 아니고 사용 다 면 어쩔 수 없지만 손님 속 
77,육장장이 구로디지털점,서울 구로구 디지털로32나길 17-8,3.3,진짜 토 집 
78,세광양대창 구로디지털점,서울 구로구 디지털로32나길 7 2층,3.7,무난 맛 
79,세광양대창 구로디지털점,서울 구로구 디지털로32나길 7 2층,3.7,양 가격 그냥 분위기 술 느낌 때 봉 입니다 모듬 2 인분 양 볶음밥 볶음밥 진짜 박살 😀 
80,세광양대창 구로디지털점,서울 구로구 디지털로32나길 7 2층,3.7,양 비싸고 정신 없고 직원 들 더 정신 없고 ㅋㅋ 
81,진사향,서울 구로구 새말로 20 코코모호텔 지하1층,3.5,집 코앞 한번 오픈 직후 간 기억 있는데요 모든 중국집 통틀어 사이드 계란 국 왕거 계란 껍질 기억 생생합니다 때 고유 불쾌한 크런치 느낌 입맛 뚝 계산 안 
82,진사향,서울 구로구 새말로 20 코코모호텔 지하1층,3.5,몇 명인 2 명 이 다 예 약 석 자리 없다하네요 “ 오래 ” 그냥 등 심맛 최고 4 문 파라 광고 서비스 아주 개방 수준 요 
83,진사향,서울 구로구 새말로 20 코코모호텔 지하1층,3.5,그저 그럼 
84,소담촌 고척점,서울 구로구 경인로 397 골든타워빌딩 2층,3.5,
85,소담촌 고척점,서울 구로구 경인로 397 골든타워빌딩 2층,3.5,직원 분들 아주 불친절합니다 
86,소담촌 고척점,서울 구로구 경인로 397 골든타워빌딩 2층,3.5,야채 짐 신선해서 맛있게 습 
87,옛날마차 신관,서울 구로구 디지털로32길 97-13,1.9,곳 종업원 들 너무 너무 불친절하고 싸가지 없음 수저 및 그릇 상태 청결하지 절대로 임 
88,옛날마차 신관,서울 구로구 디지털로32길 97-13,1.9,소주 및 맥주 5000원 
89,옛날마차 신관,서울 구로구 디지털로32길 97-13,1.9,아 서글프다 회 흙 냄새 싱싱하지도 가격 비싸고내가 회 미친 사람 이런 회 처음 
90,밤새먹소,서울 구로구 경인로 572 스타팰리스 1층,3.2,소고기 질도 좋고 맛 좋고 가격 좋고 사이드 소고기 때 여기 가격 삼겹살 수준 정말 강 추합니다 두 번가 세 
91,밤새먹소,서울 구로구 경인로 572 스타팰리스 1층,3.2,무한 고기 질 게 더 잘 봄 
92,밤새먹소,서울 구로구 경인로 572 스타팰리스 1층,3.2,무한리필 본사 홈페이지 안 있고 매장 무한리필 없다고 인터넷 검색 대표 메뉴 무한 리필 있음 관리 좀 굉장히 아쉬워요 
93,백년불고기 구로디지털점,서울 구로구 시흥대로163길 15 1층,4.7,맛있어서 화가 날 정도 임 ㅋㅋ 
94,백년불고기 구로디지털점,서울 구로구 시흥대로163길 15 1층,4.7,존맛 탱 구리 맛 도리 매콤 냠냠 또 ㅠ 
95,백년불고기 구로디지털점,서울 구로구 시흥대로163길 15 1층,4.7,
96,에버애프터,서울 구로구 새말로18길 36-10 지층,3.9,
97,에버애프터,서울 구로구 새말로18길 36-10 지층,3.9,동네 있었다면 정말 자주 같아요 인테리어 예쁘고 다른 테이블 칸막이 구석 자리 일행 들 편안하게 대화 있었습니다 초코 라떼 마시멜로 음료 맛있었어요 😍 
98,에버애프터,서울 구로구 새말로18길 36-10 지층,3.9,
99,더족발 신도림본점,서울 구로구 경인로 619-3 푸르지오3차 상가 1층 106호,4.3,족발 막국수 맛 끝 냉채 족발 처음 맛 깔끔하고 야채 같이 너무 좋아요 다음 또 방문 
100,더족발 신도림본점,서울 구로구 경인로 619-3 푸르지오3차 상가 1층 106호,4.3,족발 보쌈 매운 족발 세트 주먹밥 막국수 서비스 단체 예약 방문 무척 친절하셔서 기분 좋게 식사 보쌈 별로 족발 맛있다 특히 매운 족발 맛있게 매 움 근처 일정 있다면 추천 
101,더족발 신도림본점,서울 구로구 경인로 619-3 푸르지오3차 상가 1층 106호,4.3,
102,서일순대국전문 구로점,서울 구로구 구로중앙로 6 1층,4.1,전부 중국인 조선족 휴직 원 손님 ᆢ 나 한국 사람 ᆢ 맛 이상함 밑 리뷰 거의 조선족 중국인 
103,서일순대국전문 구로점,서울 구로구 구로중앙로 6 1층,4.1,구로 맛집 희망 
104,서일순대국전문 구로점,서울 구로구 구로중앙로 6 1층,4.1,후 돼지 냄새 약한 분 
105,서울안심축산정육식당 신도림점,서울 구로구 경인로 661 푸르지오1차오피스텔 2층 244호,3.8,가성 비 짱 반찬 깔끔하고 맛있어요 
106,서울안심축산정육식당 신도림점,서울 구로구 경인로 661 푸르지오1차오피스텔 2층 244호,3.8,고기 질 음식 맛 좋았으나 직원 들 태도 불쾌했어요 ㅜ 
107,서울안심축산정육식당 신도림점,서울 구로구 경인로 661 푸르지오1차오피스텔 2층 244호,3.8,신도림 맛집 
108,닥터로빈 고척점,서울 구로구 경인로46길 51 3층,4.5,조금 비싸긴한데 맛있고 직원 들 인사 잘 친절하셨어요 
109,닥터로빈 고척점,서울 구로구 경인로46길 51 3층,4.5,후기 보고 뜬금 없는 곳 있다하여 음식점 뷰 경인 고등학교 고척 스카이 돔 곳 있네요 그리고 아래층 실내 테니스 코트 장이 있어서 신기했습니다 주차장 잘 차로 가면 좋을 것 같네요 2 인 세트 피자 파스타 음식 맛있게 
110,닥터로빈 고척점,서울 구로구 경인로46길 51 3층,4.5,진짜 맛있는데 위치 뜬금 없음 ㅋㅋ 
111,대두족발,서울 구로구 디지털로32길 97-6 1층,3.8,소주 및 맥주 5000원 공깃밥 2000원 
112,대두족발,서울 구로구 디지털로32길 97-6 1층,3.8,튀김 족발 진짜 맛있어요 
113,대두족발,서울 구로구 디지털로32길 97-6 1층,3.8,날씨 더운데 꾹 참고 한참 웨이팅했더 손님 하나 더 자기 들 멋대로 자리 구석 안내 짜증남 오래 손님 먼저 배려 자기 들 멋대로 임 서비스 개판 가뜩이나 더워서 짜증나는데 스트레스 맛 서비스 우선 가기 싫음 ㅠ 
114,오목집 신도림점,서울 구로구 경인로 661 신도림1차푸르지오 1층 128,137호,3.4
115,오목집 신도림점,서울 구로구 경인로 661 신도림1차푸르지오 1층 128,137호,3.4
116,오목집 신도림점,서울 구로구 경인로 661 신도림1차푸르지오 1층 128,137호,3.4
117,손가네생오리부페,서울 구로구 개봉로19길 29,4.3,무한리필 집 상태 좋아서 놀랬습니다 🙌 
118,손가네생오리부페,서울 구로구 개봉로19길 29,4.3,최고 입니다 친절 최고 
119,손가네생오리부페,서울 구로구 개봉로19길 29,4.3,
120,고바우,서울 구로구 부일로1길 9,3.9,고기 진짜 맛있습니다 깍두기 맛있어요 
121,고바우,서울 구로구 부일로1길 9,3.9,📍 덩어리 생 고기 1 인 11000원 소금 살짝 연탄 불의 고온 빠르게 휘휘 유명한 소고기 부럽지 가격 예전 여전히 저렴하고 덩어리 생 고기 답지 육즙 가득 부드러워요 너무 육질 단단해지니 조심 🤔📍 껍데기 1 인 6000원 저렴한 껍데기 많아도 저렴한데 맛있는 껍데기 드물잖아요 껍데기 맛있어요 딱 1 인분 안주 콩가루 옛날 자주 미숫가루 생각 그렇게 🤣📍 물 갈비 2 인 22000원 고바우에 코스 있는데 마지막 코스 물 갈비 달달 매콤 국물 바로 수 있구요 양념 고기 주로 너무 좋고 마지막 밥 이보 더 행복할 수 없는 메뉴 하나 포기 수 없는 메뉴 항상 때 다 😆💡 오래된 노포 맛집 화장실 개선 워이팅 단점 입니다 
122,고바우,서울 구로구 부일로1길 9,3.9,노포 분위기 맛있을 줄 분위기 맛있지는 실망 특별히 맛있거나 평범 
123,속초붉은대게,서울 구로구 디지털로32다길 9 라이프플러스 1층 106호,4.3,대게 집 돈아까버 
124,속초붉은대게,서울 구로구 디지털로32다길 9 라이프플러스 1층 106호,4.3,
125,속초붉은대게,서울 구로구 디지털로32다길 9 라이프플러스 1층 106호,4.3,대게 코스 2 인 약 14만원 전화로 미리 주문 시 우리 대게 없고 작은거 두 마리 일단 수긍 수족관 친구 들 많이 보이 반찬 맛있고 수 율 훌륭하고 친절하셨습니다 대게 광고 심해 내적 거부 감 강했는데 후회 없이 
126,두레한식부페,서울 구로구 경인로31길 110,3.1,유튜뷰 보고 오늘 바로 설사 오지 ㅠㅠ 두 번 안 
127,두레한식부페,서울 구로구 경인로31길 110,3.1,이 가격 뭘더 바람 
128,두레한식부페,서울 구로구 경인로31길 110,3.1,배고픈데 주머니 가벼울 때 밥 먹기 좋은 곳 단점 제육 기름 부위 많네요 
129,신도림이도식당,서울 구로구 경인로 661 푸르지오1차 2층 243호,3.2,좀 예전 브레이크 시간 얘기 30분 안에 라며 매우 퉁 명 스럽고 귀찮다는 듯 응대 아주머니 ㅋㅋ 그냥 좋겠다는 훤히 기분 안 다른 친절하거 맛있는 맛집 감 일 싫으면 그만 두시 왜 애꿎 손님 들 눈치 보고 기분 곳 
130,신도림이도식당,서울 구로구 경인로 661 푸르지오1차 2층 243호,3.2,가성 비 좋고 양도 많앗음 
131,신도림이도식당,서울 구로구 경인로 661 푸르지오1차 2층 243호,3.2,2시 25분 에 브레이크 타임 3시 라고 카카오 4시 라고 30분 안에 아님 안된다는데요 차라리 라스트 시간 그간 자주 빡치네요 블로그 후기 들 다 4시 인데 그냥 손님 싫었나요 
132,숙이네조개전골 신도림점,서울 구로구 새말로16길 29,3.6,미친 판매점 1시간 대기 자리나서 문 옆 마침 안쪽 비개 자리 교포 여성 안됨부터 다 술 남아 해물 주문 솥 못 퇴식 지장 있음 라면 안주 솥 때문 먹기 힘듬 화장실 솥 뚜껑 이해 라면 요청 라면 안됨 불 2 개 근무 중 직원 들 주방 갑인 여 포함 술 파티 불 2 개 안됨 첨부 터 서비스 엉망 근무 중 취중 민원 제기 술 우리 맘 주방 녀 대표 연락처 문의 고개 때 사괴 다시 요청 까딱 교포 세상 갑질 식당 내 돈 근무 중 음주 하니 내 맘 아니냐는데 사장 사장 엄마 고객 네 조개 전골 교육 봄 
133,숙이네조개전골 신도림점,서울 구로구 새말로16길 29,3.6,술 안주 최고 입니다 
134,숙이네조개전골 신도림점,서울 구로구 새말로16길 29,3.6,사람 많은 이유 있음 
135,갈비명가,서울 구로구 가마산로 260,2.8,이전 친절하고 맛 좋아서 가족 들 2 주 한번 씩 이번 회사 직원 들 데리 태도 응대 굉장히 불친절하게 소갈비 많이 처음 빨리 어요 간 직원 들 가족 들 가지 같아요 요 근래 이렇게 불친절한 곳 처음 뭐 저녁 시간 줄 서서 베 짱 듯해 갈비 천하고 갈비탕 
136,갈비명가,서울 구로구 가마산로 260,2.8,1 인분 3만원 미국 산 소 왕 갈비 고기 냄새 너무 고기 준 직원 계속 지저분하게 테이블 위 계속 굴국밥 사진 없고 국물 조미료 텁텁 찬 하나 안 싸구려 식당 아닌데 테이블 상판 다 더럽고 힘들게 일 오신 외국 생각 없지만 너무 불친절함 
137,갈비명가,서울 구로구 가마산로 260,2.8,돼지 왕 갈비 냉면 식사 류 괜찮음 
138,라도맨션,서울 구로구 공원로6다길 20 혜성빌딩 3층,2.5,삼겹살 중 제일 맛있었어요 엄청 비싸요 그렇지만 한번 즘 볼 만해 
139,라도맨션,서울 구로구 공원로6다길 20 혜성빌딩 3층,2.5,맛있어요 근데 양 게 조금 아쉽긴 해 
140,라도맨션,서울 구로구 공원로6다길 20 혜성빌딩 3층,2.5,이 삼 인분 45000원 자리 기전 오픈 때 꾸준히 맛집 이 젠 안녕 없을 정도 양 칼집 예전 같지 이렇게 변한게 안타까울 따름 
141,신선회수산 신도림점,서울 구로구 공원로6다길 14,4.6,단점 웨이 팅 그거 없음 최고 임 진짜 그만 좀 힘드로 ㅠㅠ 
142,신선회수산 신도림점,서울 구로구 공원로6다길 14,4.6,사람 많던데 이유 있네 요가 성비 좋게 
143,신선회수산 신도림점,서울 구로구 공원로6다길 14,4.6,완전 양 많구 맛있고 조아요 추천 추천 
144,곱창대장,서울 구로구 공원로6나길 46,3.6,좋 굳이 방문 느낌 아님 
145,곱창대장,서울 구로구 공원로6나길 46,3.6,
146,곱창대장,서울 구로구 공원로6나길 46,3.6,나 대창 제일 좋아하는데 곱창 제일 맛있다 돼지 냄새 같은게 많이나는데 나 뭔가 맛있게 냄새 하지만 냄새 민감한 사람 싫어할듯 
147,자금성,서울 구로구 디지털로 273 에이스트윈타워2차 지하1층 B104,B105호,3.1
148,자금성,서울 구로구 디지털로 273 에이스트윈타워2차 지하1층 B104,B105호,3.1
149,자금성,서울 구로구 디지털로 273 에이스트윈타워2차 지하1층 B104,B105호,3.1
150,사계진미숯불닭갈비 구로디지털점,서울 구로구 디지털로32나길 29 3층,4.7,다 좋은데 양념 못 탈수 없는 구조 아쉽다 
151,사계진미숯불닭갈비 구로디지털점,서울 구로구 디지털로32나길 29 3층,4.7,너무 맛있게 잘 닭 신선하고 사장 님 친절하시고 청결하고 여러가지 너무 맛있었어요 또 지인 추천 곳 이 
152,사계진미숯불닭갈비 구로디지털점,서울 구로구 디지털로32나길 29 3층,4.7,맛 별로 
153,다채 개봉점,서울 구로구 개봉로23길 38 동흥빌딩 1층,3.6,가격 때문 별하나 맛 괜찮고 야채 신선도 좋은데 솔직히 이 가격 이 양은 좀 
154,다채 개봉점,서울 구로구 개봉로23길 38 동흥빌딩 1층,3.6,깔끔하고 좋은 집 
155,다채 개봉점,서울 구로구 개봉로23길 38 동흥빌딩 1층,3.6,가격 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 
